"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","LABCOMP","TOT","IDX2010","A","2008",76.318768,
"ZAF","LABCOMP","TOT","IDX2010","A","2009",86.289952,
"ZAF","LABCOMP","TOT","IDX2010","A","2010",100,
"ZAF","LABCOMP","TOT","IDX2010","A","2011",107.205138,
"ZAF","LABCOMP","TOT","IDX2010","A","2012",114.357453,
"ZAF","LABCOMP","TOT","IDX2010","A","2013",121.752295,
"ZAF","LABCOMP","TOT","IDX2010","A","2014",128.83498,
"LVA","LABCOMP","TOT","AGRWTH","A","1996",24.240155,
"LVA","LABCOMP","TOT","AGRWTH","A","1997",6.398599,
"LVA","LABCOMP","TOT","AGRWTH","A","1998",9.030419,
"LVA","LABCOMP","TOT","AGRWTH","A","1999",8.633576,
"LVA","LABCOMP","TOT","AGRWTH","A","2000",9.432279,
"LVA","LABCOMP","TOT","AGRWTH","A","2001",3.731103,
"LVA","LABCOMP","TOT","AGRWTH","A","2002",6.022832,
"LVA","LABCOMP","TOT","AGRWTH","A","2003",12.679826,
"LVA","LABCOMP","TOT","AGRWTH","A","2004",17.770087,
"LVA","LABCOMP","TOT","AGRWTH","A","2005",25.180724,
"LVA","LABCOMP","TOT","AGRWTH","A","2006",22.827737,
"LVA","LABCOMP","TOT","AGRWTH","A","2007",37.104145,
"LVA","LABCOMP","TOT","AGRWTH","A","2008",10.471831,
"LVA","LABCOMP","TOT","AGRWTH","A","2009",-8.732531,
"LVA","LABCOMP","TOT","AGRWTH","A","2010",-6.009249,
"LVA","LABCOMP","TOT","AGRWTH","A","2011",1.715172,
"LVA","LABCOMP","TOT","AGRWTH","A","2012",8.266084,
"LVA","LABCOMP","TOT","AGRWTH","A","2013",5.830487,
"LVA","LABCOMP","TOT","AGRWTH","A","2014",7.931209,
"LVA","LABCOMP","TOT","AGRWTH","A","2015",10.208789,
"LVA","LABCOMP","TOT","AGRWTH","A","2016",7.315008,
"LVA","LABCOMP","TOT","AGRWTH","A","2017",8.874385,
"LVA","LABCOMP","TOT","AGRWTH","A","2018",6.62656,
"LVA","LABCOMP","TOT","IDX2010","A","1995",20.017884,
"LVA","LABCOMP","TOT","IDX2010","A","1996",24.87025,
"LVA","LABCOMP","TOT","IDX2010","A","1997",26.461598,
"LVA","LABCOMP","TOT","IDX2010","A","1998",28.851191,
"LVA","LABCOMP","TOT","IDX2010","A","1999",31.342081,
"LVA","LABCOMP","TOT","IDX2010","A","2000",34.298353,
"LVA","LABCOMP","TOT","IDX2010","A","2001",35.57806,
"LVA","LABCOMP","TOT","IDX2010","A","2002",37.720867,
"LVA","LABCOMP","TOT","IDX2010","A","2003",42.503807,
"LVA","LABCOMP","TOT","IDX2010","A","2004",50.05677,
"LVA","LABCOMP","TOT","IDX2010","A","2005",62.661428,
"LVA","LABCOMP","TOT","IDX2010","A","2006",76.965614,
"LVA","LABCOMP","TOT","IDX2010","A","2007",105.523046,
"LVA","LABCOMP","TOT","IDX2010","A","2008",116.573241,
"LVA","LABCOMP","TOT","IDX2010","A","2009",106.393447,
"LVA","LABCOMP","TOT","IDX2010","A","2010",100,
"LVA","LABCOMP","TOT","IDX2010","A","2011",101.715172,
"LVA","LABCOMP","TOT","IDX2010","A","2012",110.123033,
"LVA","LABCOMP","TOT","IDX2010","A","2013",116.543743,
"LVA","LABCOMP","TOT","IDX2010","A","2014",125.78707,
"LVA","LABCOMP","TOT","IDX2010","A","2015",138.628407,
"LVA","LABCOMP","TOT","IDX2010","A","2016",148.769086,
"LVA","LABCOMP","TOT","IDX2010","A","2017",161.971427,
"LVA","LABCOMP","TOT","IDX2010","A","2018",172.70456,
"RUS","LABCOMP","TOT","AGRWTH","A","2000",44.297387,
"RUS","LABCOMP","TOT","AGRWTH","A","2001",28.407881,
"RUS","LABCOMP","TOT","AGRWTH","A","2002",28.010297,
"RUS","LABCOMP","TOT","AGRWTH","A","2003",22.497266,
"RUS","LABCOMP","TOT","AGRWTH","A","2004",24.012827,
"RUS","LABCOMP","TOT","AGRWTH","A","2005",19.143168,
"RUS","LABCOMP","TOT","AGRWTH","A","2006",24.11242,
"RUS","LABCOMP","TOT","AGRWTH","A","2007",26.439465,
"RUS","LABCOMP","TOT","AGRWTH","A","2008",25.804784,
"RUS","LABCOMP","TOT","AGRWTH","A","2009",7.994582,
"RUS","LABCOMP","TOT","AGRWTH","A","2010",11.061171,
"RUS","LABCOMP","TOT","AGRWTH","A","2011",19.26393,
"RUS","LABCOMP","TOT","AGRWTH","A","2012",13.018774,
"RUS","LABCOMP","TOT","AGRWTH","A","2013",12.568453,
"RUS","LABCOMP","TOT","AGRWTH","A","2014",10.280638,
"RUS","LABCOMP","TOT","AGRWTH","A","2015",1.07647,
"RUS","LABCOMP","TOT","AGRWTH","A","2016",7.335616,
"RUS","LABCOMP","TOT","IDX2010","A","1999",9.837473,
"RUS","LABCOMP","TOT","IDX2010","A","2000",14.195216,
"RUS","LABCOMP","TOT","IDX2010","A","2001",18.227776,
"RUS","LABCOMP","TOT","IDX2010","A","2002",23.33343,
"RUS","LABCOMP","TOT","IDX2010","A","2003",28.582814,
"RUS","LABCOMP","TOT","IDX2010","A","2004",35.446356,
"RUS","LABCOMP","TOT","IDX2010","A","2005",42.231911,
"RUS","LABCOMP","TOT","IDX2010","A","2006",52.415047,
"RUS","LABCOMP","TOT","IDX2010","A","2007",66.273305,
"RUS","LABCOMP","TOT","IDX2010","A","2008",83.374988,
"RUS","LABCOMP","TOT","IDX2010","A","2009",90.04047,
"RUS","LABCOMP","TOT","IDX2010","A","2010",100,
"RUS","LABCOMP","TOT","IDX2010","A","2011",119.26393,
"RUS","LABCOMP","TOT","IDX2010","A","2012",134.790632,
"RUS","LABCOMP","TOT","IDX2010","A","2013",151.731729,
"RUS","LABCOMP","TOT","IDX2010","A","2014",167.330719,
"RUS","LABCOMP","TOT","IDX2010","A","2015",169.131983,
"RUS","LABCOMP","TOT","IDX2010","A","2016",181.538856,
"CHE","LABCOMP","TOT","AGRWTH","A","1996",2.217416,
"CHE","LABCOMP","TOT","AGRWTH","A","1997",2.42748,
"CHE","LABCOMP","TOT","AGRWTH","A","1998",0.354547,
"CHE","LABCOMP","TOT","AGRWTH","A","1999",-0.894305,
"CHE","LABCOMP","TOT","AGRWTH","A","2000",3.17904,
"CHE","LABCOMP","TOT","AGRWTH","A","2001",5.651795,
"CHE","LABCOMP","TOT","AGRWTH","A","2002",2.519034,
"CHE","LABCOMP","TOT","AGRWTH","A","2003",-0.853074,
"CHE","LABCOMP","TOT","AGRWTH","A","2004",-1.520757,
"CHE","LABCOMP","TOT","AGRWTH","A","2005",2.398486,
"CHE","LABCOMP","TOT","AGRWTH","A","2006",2.538232,
"CHE","LABCOMP","TOT","AGRWTH","A","2007",3.112405,
"CHE","LABCOMP","TOT","AGRWTH","A","2008",2.398058,
"CHE","LABCOMP","TOT","AGRWTH","A","2009",1.862065,
"CHE","LABCOMP","TOT","AGRWTH","A","2010",0.843841,
"CHE","LABCOMP","TOT","AGRWTH","A","2011",1.016591,
"CHE","LABCOMP","TOT","AGRWTH","A","2012",1.406185,
"CHE","LABCOMP","TOT","AGRWTH","A","2013",2.391856,
"CHE","LABCOMP","TOT","AGRWTH","A","2014",-0.43802,
"CHE","LABCOMP","TOT","AGRWTH","A","2015",-1.290643,
"CHE","LABCOMP","TOT","AGRWTH","A","2016",-0.438622,
"CHE","LABCOMP","TOT","AGRWTH","A","2017",1.457835,
"CHE","LABCOMP","TOT","AGRWTH","A","2018",1.58216,
"CHE","LABCOMP","TOT","IDX2010","A","1995",75.886182,
"CHE","LABCOMP","TOT","IDX2010","A","1996",77.568895,
"CHE","LABCOMP","TOT","IDX2010","A","1997",79.451865,
"CHE","LABCOMP","TOT","IDX2010","A","1998",79.733559,
"CHE","LABCOMP","TOT","IDX2010","A","1999",79.020499,
"CHE","LABCOMP","TOT","IDX2010","A","2000",81.532592,
"CHE","LABCOMP","TOT","IDX2010","A","2001",86.140646,
"CHE","LABCOMP","TOT","IDX2010","A","2002",88.310558,
"CHE","LABCOMP","TOT","IDX2010","A","2003",87.557204,
"CHE","LABCOMP","TOT","IDX2010","A","2004",86.225672,
"CHE","LABCOMP","TOT","IDX2010","A","2005",88.293783,
"CHE","LABCOMP","TOT","IDX2010","A","2006",90.534883,
"CHE","LABCOMP","TOT","IDX2010","A","2007",93.352695,
"CHE","LABCOMP","TOT","IDX2010","A","2008",95.591347,
"CHE","LABCOMP","TOT","IDX2010","A","2009",99.163221,
"CHE","LABCOMP","TOT","IDX2010","A","2010",100,
"CHE","LABCOMP","TOT","IDX2010","A","2011",101.016591,
"CHE","LABCOMP","TOT","IDX2010","A","2012",102.437072,
"CHE","LABCOMP","TOT","IDX2010","A","2013",104.887219,
"CHE","LABCOMP","TOT","IDX2010","A","2014",104.427792,
"CHE","LABCOMP","TOT","IDX2010","A","2015",103.080003,
"CHE","LABCOMP","TOT","IDX2010","A","2016",102.627871,
"CHE","LABCOMP","TOT","IDX2010","A","2017",104.124016,
"CHE","LABCOMP","TOT","IDX2010","A","2018",105.771425,
"BGR","LABCOMP","TOT","AGRWTH","A","1996",71.568525,
"BGR","LABCOMP","TOT","AGRWTH","A","1997",851.260998,
"BGR","LABCOMP","TOT","AGRWTH","A","1998",64.527283,
"BGR","LABCOMP","TOT","AGRWTH","A","1999",5.737503,
"BGR","LABCOMP","TOT","AGRWTH","A","2000",12.022126,
"BGR","LABCOMP","TOT","AGRWTH","A","2001",11.82376,
"BGR","LABCOMP","TOT","AGRWTH","A","2002",6.239421,
"BGR","LABCOMP","TOT","AGRWTH","A","2003",5.224954,
"BGR","LABCOMP","TOT","AGRWTH","A","2004",5.657552,
"BGR","LABCOMP","TOT","AGRWTH","A","2005",10.57213,
"BGR","LABCOMP","TOT","AGRWTH","A","2006",6.906532,
"BGR","LABCOMP","TOT","AGRWTH","A","2007",12.702132,
"BGR","LABCOMP","TOT","AGRWTH","A","2008",13.179391,
"BGR","LABCOMP","TOT","AGRWTH","A","2009",12.201788,
"BGR","LABCOMP","TOT","AGRWTH","A","2010",10.018716,
"BGR","LABCOMP","TOT","AGRWTH","A","2011",6.890556,
"BGR","LABCOMP","TOT","AGRWTH","A","2012",7.687045,
"BGR","LABCOMP","TOT","AGRWTH","A","2013",8.769212,
"BGR","LABCOMP","TOT","AGRWTH","A","2014",5.653173,
"BGR","LABCOMP","TOT","AGRWTH","A","2015",5.654844,
"BGR","LABCOMP","TOT","AGRWTH","A","2016",5.906652,
"BGR","LABCOMP","TOT","AGRWTH","A","2017",10.504635,
"BGR","LABCOMP","TOT","AGRWTH","A","2018",5.566808,
"BGR","LABCOMP","TOT","IDX2010","A","1995",1.278901,
"BGR","LABCOMP","TOT","IDX2010","A","1996",2.194192,
"BGR","LABCOMP","TOT","IDX2010","A","1997",20.872496,
"BGR","LABCOMP","TOT","IDX2010","A","1998",34.34095,
"BGR","LABCOMP","TOT","IDX2010","A","1999",36.311263,
"BGR","LABCOMP","TOT","IDX2010","A","2000",40.676649,
"BGR","LABCOMP","TOT","IDX2010","A","2001",45.486158,
"BGR","LABCOMP","TOT","IDX2010","A","2002",48.324231,
"BGR","LABCOMP","TOT","IDX2010","A","2003",50.84915,
"BGR","LABCOMP","TOT","IDX2010","A","2004",53.725968,
"BGR","LABCOMP","TOT","IDX2010","A","2005",59.405947,
"BGR","LABCOMP","TOT","IDX2010","A","2006",63.508838,
"BGR","LABCOMP","TOT","IDX2010","A","2007",71.575814,
"BGR","LABCOMP","TOT","IDX2010","A","2008",81.00907,
"BGR","LABCOMP","TOT","IDX2010","A","2009",90.893626,
"BGR","LABCOMP","TOT","IDX2010","A","2010",100,
"BGR","LABCOMP","TOT","IDX2010","A","2011",106.890556,
"BGR","LABCOMP","TOT","IDX2010","A","2012",115.107281,
"BGR","LABCOMP","TOT","IDX2010","A","2013",125.201282,
"BGR","LABCOMP","TOT","IDX2010","A","2014",132.279127,
"BGR","LABCOMP","TOT","IDX2010","A","2015",139.759306,
"BGR","LABCOMP","TOT","IDX2010","A","2016",148.014401,
"BGR","LABCOMP","TOT","IDX2010","A","2017",163.562774,
"BGR","LABCOMP","TOT","IDX2010","A","2018",172.668,
"HRV","LABCOMP","TOT","AGRWTH","A","1996",13.826171,
"HRV","LABCOMP","TOT","AGRWTH","A","1997",15.160719,
"HRV","LABCOMP","TOT","AGRWTH","A","1998",14.194444,
"HRV","LABCOMP","TOT","AGRWTH","A","1999",6.981657,
"HRV","LABCOMP","TOT","AGRWTH","A","2000",8.094891,
"HRV","LABCOMP","TOT","AGRWTH","A","2001",1.769591,
"HRV","LABCOMP","TOT","AGRWTH","A","2002",10.580399,
"HRV","LABCOMP","TOT","AGRWTH","A","2003",7.188292,
"HRV","LABCOMP","TOT","AGRWTH","A","2004",4.631182,
"HRV","LABCOMP","TOT","AGRWTH","A","2005",6.093446,
"HRV","LABCOMP","TOT","AGRWTH","A","2006",2.918197,
"HRV","LABCOMP","TOT","AGRWTH","A","2007",5.210141,
"HRV","LABCOMP","TOT","AGRWTH","A","2008",5.033037,
"HRV","LABCOMP","TOT","AGRWTH","A","2009",-0.212022,
"HRV","LABCOMP","TOT","AGRWTH","A","2010",0.837129,
"HRV","LABCOMP","TOT","AGRWTH","A","2011",3.817969,
"HRV","LABCOMP","TOT","AGRWTH","A","2012",1.876166,
"HRV","LABCOMP","TOT","AGRWTH","A","2013",-0.007829,
"HRV","LABCOMP","TOT","AGRWTH","A","2014",-3.996479,
"HRV","LABCOMP","TOT","AGRWTH","A","2015",3.839639,
"HRV","LABCOMP","TOT","AGRWTH","A","2016",1.504821,
"HRV","LABCOMP","TOT","AGRWTH","A","2017",-0.183457,
"HRV","LABCOMP","TOT","IDX2010","A","1995",37.698705,
"HRV","LABCOMP","TOT","IDX2010","A","1996",42.910993,
"HRV","LABCOMP","TOT","IDX2010","A","1997",49.416608,
"HRV","LABCOMP","TOT","IDX2010","A","1998",56.43102,
"HRV","LABCOMP","TOT","IDX2010","A","1999",60.370841,
"HRV","LABCOMP","TOT","IDX2010","A","2000",65.257794,
"HRV","LABCOMP","TOT","IDX2010","A","2001",66.412591,
"HRV","LABCOMP","TOT","IDX2010","A","2002",73.439308,
"HRV","LABCOMP","TOT","IDX2010","A","2003",78.718339,
"HRV","LABCOMP","TOT","IDX2010","A","2004",82.363929,
"HRV","LABCOMP","TOT","IDX2010","A","2005",87.382731,
"HRV","LABCOMP","TOT","IDX2010","A","2006",89.93273,
"HRV","LABCOMP","TOT","IDX2010","A","2007",94.618353,
"HRV","LABCOMP","TOT","IDX2010","A","2008",99.380529,
"HRV","LABCOMP","TOT","IDX2010","A","2009",99.16982,
"HRV","LABCOMP","TOT","IDX2010","A","2010",100,
"HRV","LABCOMP","TOT","IDX2010","A","2011",103.817969,
"HRV","LABCOMP","TOT","IDX2010","A","2012",105.765767,
"HRV","LABCOMP","TOT","IDX2010","A","2013",105.757487,
"HRV","LABCOMP","TOT","IDX2010","A","2014",101.530911,
"HRV","LABCOMP","TOT","IDX2010","A","2015",105.429331,
"HRV","LABCOMP","TOT","IDX2010","A","2016",107.015854,
"HRV","LABCOMP","TOT","IDX2010","A","2017",106.819527,
"PER","LABCOMP","TOT","AGRWTH","A","2008",7.253221,
"PER","LABCOMP","TOT","AGRWTH","A","2009",2.515488,
"PER","LABCOMP","TOT","AGRWTH","A","2010",9.142795,
"PER","LABCOMP","TOT","AGRWTH","A","2011",8.860072,
"PER","LABCOMP","TOT","AGRWTH","A","2012",7.225927,
"PER","LABCOMP","TOT","AGRWTH","A","2013",6.406538,
"PER","LABCOMP","TOT","AGRWTH","A","2014",5.347528,
"PER","LABCOMP","TOT","IDX2010","A","2007",83.330713,
"PER","LABCOMP","TOT","IDX2010","A","2008",89.374874,
"PER","LABCOMP","TOT","IDX2010","A","2009",91.623088,
"PER","LABCOMP","TOT","IDX2010","A","2010",100,
"PER","LABCOMP","TOT","IDX2010","A","2011",108.860072,
"PER","LABCOMP","TOT","IDX2010","A","2012",116.726222,
"PER","LABCOMP","TOT","IDX2010","A","2013",124.204331,
"PER","LABCOMP","TOT","IDX2010","A","2014",130.846193,
"ISL","LABCOMP","TOT","AGRWTH","A","2009",5.311821,
"ISL","LABCOMP","TOT","AGRWTH","A","2010",6.918549,
"ISL","LABCOMP","TOT","AGRWTH","A","2011",7.711072,
"ISL","LABCOMP","TOT","AGRWTH","A","2012",5.693557,
"ISL","LABCOMP","TOT","AGRWTH","A","2013",5.760618,
"ISL","LABCOMP","TOT","AGRWTH","A","2014",4.229523,
"ISL","LABCOMP","TOT","AGRWTH","A","2015",7.737359,
"ISL","LABCOMP","TOT","AGRWTH","A","2016",7.625879,
"ISL","LABCOMP","TOT","AGRWTH","A","2017",7.026635,
"ISL","LABCOMP","TOT","IDX2010","A","2008",88.811626,
"ISL","LABCOMP","TOT","IDX2010","A","2009",93.529141,
"ISL","LABCOMP","TOT","IDX2010","A","2010",100,
"ISL","LABCOMP","TOT","IDX2010","A","2011",107.711072,
"ISL","LABCOMP","TOT","IDX2010","A","2012",113.843663,
"ISL","LABCOMP","TOT","IDX2010","A","2013",120.401761,
"ISL","LABCOMP","TOT","IDX2010","A","2014",125.494182,
"ISL","LABCOMP","TOT","IDX2010","A","2015",135.204117,
"ISL","LABCOMP","TOT","IDX2010","A","2016",145.514619,
"ISL","LABCOMP","TOT","IDX2010","A","2017",155.739401,
"ROU","LABCOMP","TOT","AGRWTH","A","1996",50.920052,
"ROU","LABCOMP","TOT","AGRWTH","A","1997",91.408236,
"ROU","LABCOMP","TOT","AGRWTH","A","1998",92.364043,
"ROU","LABCOMP","TOT","AGRWTH","A","1999",40.118613,
"ROU","LABCOMP","TOT","AGRWTH","A","2000",69.476286,
"ROU","LABCOMP","TOT","AGRWTH","A","2001",54.878594,
"ROU","LABCOMP","TOT","AGRWTH","A","2002",17.282015,
"ROU","LABCOMP","TOT","AGRWTH","A","2003",26.404671,
"ROU","LABCOMP","TOT","AGRWTH","A","2004",14.438017,
"ROU","LABCOMP","TOT","AGRWTH","A","2005",29.139361,
"ROU","LABCOMP","TOT","AGRWTH","A","2006",13.600992,
"ROU","LABCOMP","TOT","AGRWTH","A","2007",7.954653,
"ROU","LABCOMP","TOT","AGRWTH","A","2008",34.107081,
"ROU","LABCOMP","TOT","AGRWTH","A","2009",-2.636095,
"ROU","LABCOMP","TOT","AGRWTH","A","2010",9.513681,
"ROU","LABCOMP","TOT","AGRWTH","A","2011",-6.91806,
"ROU","LABCOMP","TOT","AGRWTH","A","2012",12.629319,
"ROU","LABCOMP","TOT","AGRWTH","A","2013",4.443541,
"ROU","LABCOMP","TOT","AGRWTH","A","2014",8.118757,
"ROU","LABCOMP","TOT","AGRWTH","A","2015",2.118219,
"ROU","LABCOMP","TOT","AGRWTH","A","2016",14.366295,
"ROU","LABCOMP","TOT","AGRWTH","A","2017",12.612404,
"ROU","LABCOMP","TOT","AGRWTH","A","2018",18.364642,
"ROU","LABCOMP","TOT","IDX2010","A","1995",1.273525,
"ROU","LABCOMP","TOT","IDX2010","A","1996",1.922004,
"ROU","LABCOMP","TOT","IDX2010","A","1997",3.678874,
"ROU","LABCOMP","TOT","IDX2010","A","1998",7.07683,
"ROU","LABCOMP","TOT","IDX2010","A","1999",9.915956,
"ROU","LABCOMP","TOT","IDX2010","A","2000",16.805195,
"ROU","LABCOMP","TOT","IDX2010","A","2001",26.027649,
"ROU","LABCOMP","TOT","IDX2010","A","2002",30.525751,
"ROU","LABCOMP","TOT","IDX2010","A","2003",38.585976,
"ROU","LABCOMP","TOT","IDX2010","A","2004",44.157025,
"ROU","LABCOMP","TOT","IDX2010","A","2005",57.0241,
"ROU","LABCOMP","TOT","IDX2010","A","2006",64.779944,
"ROU","LABCOMP","TOT","IDX2010","A","2007",69.932963,
"ROU","LABCOMP","TOT","IDX2010","A","2008",93.785056,
"ROU","LABCOMP","TOT","IDX2010","A","2009",91.312792,
"ROU","LABCOMP","TOT","IDX2010","A","2010",100,
"ROU","LABCOMP","TOT","IDX2010","A","2011",93.08194,
"ROU","LABCOMP","TOT","IDX2010","A","2012",104.837555,
"ROU","LABCOMP","TOT","IDX2010","A","2013",109.496054,
"ROU","LABCOMP","TOT","IDX2010","A","2014",118.385773,
"ROU","LABCOMP","TOT","IDX2010","A","2015",120.893442,
"ROU","LABCOMP","TOT","IDX2010","A","2016",138.26135,
"ROU","LABCOMP","TOT","IDX2010","A","2017",155.69943,
"ROU","LABCOMP","TOT","IDX2010","A","2018",184.293073,
"CRI","LABCOMP","TOT","AGRWTH","A","1992",19.360351,
"CRI","LABCOMP","TOT","AGRWTH","A","1993",16.915029,
"CRI","LABCOMP","TOT","AGRWTH","A","1994",17.061554,
"CRI","LABCOMP","TOT","AGRWTH","A","1995",20.662535,
"CRI","LABCOMP","TOT","AGRWTH","A","1996",16.663954,
"CRI","LABCOMP","TOT","AGRWTH","A","1997",12.120841,
"CRI","LABCOMP","TOT","AGRWTH","A","1998",11.785761,
"CRI","LABCOMP","TOT","AGRWTH","A","1999",16.543409,
"CRI","LABCOMP","TOT","AGRWTH","A","2000",11.577202,
"CRI","LABCOMP","TOT","AGRWTH","A","2001",13.204169,
"CRI","LABCOMP","TOT","AGRWTH","A","2002",11.400217,
"CRI","LABCOMP","TOT","AGRWTH","A","2003",8.681404,
"CRI","LABCOMP","TOT","AGRWTH","A","2004",12.93896,
"CRI","LABCOMP","TOT","AGRWTH","A","2005",5.864032,
"CRI","LABCOMP","TOT","AGRWTH","A","2006",17.90134,
"CRI","LABCOMP","TOT","AGRWTH","A","2007",8.734985,
"CRI","LABCOMP","TOT","AGRWTH","A","2008",16.630208,
"CRI","LABCOMP","TOT","AGRWTH","A","2009",18.238972,
"CRI","LABCOMP","TOT","AGRWTH","A","2010",15.737488,
"CRI","LABCOMP","TOT","AGRWTH","A","2011",10.355561,
"CRI","LABCOMP","TOT","AGRWTH","A","2012",4.602284,
"CRI","LABCOMP","TOT","AGRWTH","A","2013",13.792342,
"CRI","LABCOMP","TOT","AGRWTH","A","2014",6.140228,
"CRI","LABCOMP","TOT","AGRWTH","A","2015",6.916504,
"CRI","LABCOMP","TOT","AGRWTH","A","2016",5.470492,
"CRI","LABCOMP","TOT","IDX2010","A","1991",7.957569,
"CRI","LABCOMP","TOT","IDX2010","A","1992",9.498183,
"CRI","LABCOMP","TOT","IDX2010","A","1993",11.104803,
"CRI","LABCOMP","TOT","IDX2010","A","1994",12.999455,
"CRI","LABCOMP","TOT","IDX2010","A","1995",15.685472,
"CRI","LABCOMP","TOT","IDX2010","A","1996",18.299292,
"CRI","LABCOMP","TOT","IDX2010","A","1997",20.51732,
"CRI","LABCOMP","TOT","IDX2010","A","1998",22.935442,
"CRI","LABCOMP","TOT","IDX2010","A","1999",26.729746,
"CRI","LABCOMP","TOT","IDX2010","A","2000",29.824303,
"CRI","LABCOMP","TOT","IDX2010","A","2001",33.762354,
"CRI","LABCOMP","TOT","IDX2010","A","2002",37.611336,
"CRI","LABCOMP","TOT","IDX2010","A","2003",40.876528,
"CRI","LABCOMP","TOT","IDX2010","A","2004",46.165525,
"CRI","LABCOMP","TOT","IDX2010","A","2005",48.872686,
"CRI","LABCOMP","TOT","IDX2010","A","2006",57.621552,
"CRI","LABCOMP","TOT","IDX2010","A","2007",62.654786,
"CRI","LABCOMP","TOT","IDX2010","A","2008",73.074407,
"CRI","LABCOMP","TOT","IDX2010","A","2009",86.402428,
"CRI","LABCOMP","TOT","IDX2010","A","2010",100,
"CRI","LABCOMP","TOT","IDX2010","A","2011",110.355561,
"CRI","LABCOMP","TOT","IDX2010","A","2012",115.434438,
"CRI","LABCOMP","TOT","IDX2010","A","2013",131.35555,
"CRI","LABCOMP","TOT","IDX2010","A","2014",139.421081,
"CRI","LABCOMP","TOT","IDX2010","A","2015",149.064146,
"CRI","LABCOMP","TOT","IDX2010","A","2016",157.218689,
